0.220955819,0,UDP
0.225406087,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.225406087,0,UDP
0.223180953,0,UDP
0.223180953,0,UDP
0.223180953,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.183400499,0,UDP
0.183400499,0,UDP
0.183400499,0,UDP
0.183400499,0,UDP
0.183400499,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.183400499,0,UDP
0.183400499,0,UDP
0.183400499,0,UDP
0.183400499,0,UDP
0.183400499,0,UDP
0.183400499,0,UDP
0.183400499,0,UDP
0.220955819,0,UDP
0.225406087,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.225406087,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.220955819,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.220955819,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.218730685,0,UDP
0.225406087,0,UDP
0.225406087,0,UDP
0.225406087,0,UDP
0.225406087,0,UDP
0.225406087,0,UDP
0.225406087,0,UDP
0.225406087,0,UDP
0.220955819,0,UDP
0.225406087,0,UDP
0.225406087,0,UDP
0.225406087,0,UDP
0.225406087,0,UDP
0.225406087,0,UDP
0.225406087,0,UDP
0.225406087,0,UDP
0.225406087,0,UDP
0.225406087,0,UDP
0.225406087,0,UDP
